['0, 112.18197270, -133.04715717, 1142.30574688,']
['0, 93.79668849, -126.27164390, 1138.12691218,']
['0, 64.81305879, -94.95512433, 1124.89856425,']
['0, 100.22750842, 36.45043523, 1086.39245598,']
['0, -69.58182016, 37.11419556, 1067.55449485,']
['0, 37.51699637, 38.92999792, 1078.69648930,']
['0, -25.20528050, 41.40502923, 1071.02183496,']
['0, 144.59709034, 40.74496522, 1089.84705363,']
['0, 81.87292981, 43.21273649, 1082.19021159,']
['0, 19.16336164, 45.68824844, 1074.54727832,']
['0, 188.96066342, 45.00700777, 1093.33878383,']
['0, -43.56587042, 48.14583083, 1066.82679919,']
['0, 126.24283902, 47.51124487, 1085.64623082,']
['0, 2.09996623, -92.46880568, 1117.08971905,']
['0, 63.53223535, 49.97307852, 1077.97375421,']
['0, 170.62707166, 51.79014990, 1089.15885377,']
['0, 0.81548078, 52.45637004, 1070.28743487,']
['0, -61.88816280, 54.90337623, 1062.60807349,']
['0, 107.89497047, 54.25838333, 1081.46146442,']
['0, 45.18284296, 56.71612912, 1073.82439473,']
['0, 152.26243135, 58.54058459, 1085.00300692,']
['0, -17.52564638, 59.20987899, 1066.13966971,']
['0, 89.54133598, 61.03556505, 1077.35800701,']
['0, 196.65077551, 62.84569152, 1088.53309871,']
['0, 109.19368227, -90.64804061, 1128.33305239,']
['0, 26.84585435, 63.48976651, 1069.57615110,']
['0, 133.93900323, 65.32433930, 1080.86013354,']
['0, -35.85753292, 65.97108763, 1061.85414262,']
['0, 71.21521366, 67.78095586, 1073.17114039,']
['0, 178.26622437, 69.60592572, 1084.27737373,']
['0, 8.49136714, 70.24553761, 1065.46510820,']
['0, 115.57374422, 72.05927527, 1076.60377502,']
['0, -54.22879516, 72.71074291, 1057.71103475,']
['0, 52.86594152, 74.55889734, 1068.97178834,']
['0, 159.94960045, 76.33521574, 1079.98303000,']
['0, -16.24044018, -85.72040053, 1112.86995963,']
['0, -9.84388317, 77.01726560, 1061.19054794,']
['0, 97.23820504, 78.81515406, 1072.36673165,']
['0, 204.32135854, 80.62885118, 1083.58158280,']
['0, 34.53474266, 81.30195846, 1064.71025554,']
['0, 141.58868909, 83.09919461, 1075.89205161,']
['0, -28.20416125, 83.77117063, 1057.04806160,']
['0, 78.87405526, 85.58996481, 1068.22258787,']
['0, 185.96435195, 87.40199982, 1079.32742886,']
['0, 16.17350307, 88.05629304, 1060.45741884,']
['0, 123.23783736, 89.88932182, 1071.78163072,']
['0, 46.48262922, -88.18074501, 1120.55402726,']
['0, -46.52606858, 90.51914850, 1052.80413048,']
['0, 60.53524900, 92.34100951, 1064.02404856,']
['0, 167.62437261, 94.15777712, 1075.20468984,']
['0, -2.15945142, 94.80851766, 1056.34528975,']
['0, 104.91472855, 96.62801627, 1067.48311123,']
['0, 42.19730308, 99.11801739, 1059.80894039,']
['0, 149.28242847, 100.89632766, 1070.92863013,']
['0, -20.51226982, 101.57908099, 1052.15810311,']
['0, 86.57256166, 103.39774959, 1063.39054508,']
['0, 23.86438759, 105.84241745, 1055.60533227,']
['0, 28.12004999, -81.42576046, 1116.41716149,']
['0, 130.93670257, 107.68206124, 1066.87093195,']
['0, -38.85903264, 108.33719349, 1048.02049873,']
['0, 68.21835131, 110.16184825, 1059.16390655,']
['0, 5.50705880, 112.62686561, 1051.47930451,']
['0, 112.57727341, 114.44556679, 1062.64842988,']
['0, 49.90889373, 116.88860542, 1054.82446069,']
['0, -12.83373123, 119.36643541, 1047.20821139,']
['0, 94.25156403, 121.19181069, 1058.47646511,']
['0, 31.55026792, 123.65730943, 1050.63877477,']
['0, -31.20384760, 126.15814775, 1043.11301015,']
['0, 90.83675565, -83.89170544, 1124.13246462,']
['0, 75.90105629, 127.94508720, 1054.28994670,']
['0, 13.15836067, 130.41818192, 1046.60570874,']
['0, 57.56057780, 134.70739226, 1050.01137759,']
['0, -5.14665242, 137.19298269, 1042.33845921,']
['0, 39.22354426, 141.44975040, 1045.81280407,']
['0, -23.50050335, 143.94074446, 1038.12838801,']
['0, 20.86496191, 148.22971373, 1041.66155804,']
['0, 2.53823917, 155.00317672, 1037.51573582,']
['0, -15.81827718, 161.74509059, 1033.25126838,']
['0, -34.59583188, -78.94598359, 1108.73473435,']
['0, 135.21311459, -79.61368585, 1127.60942396,']
['0, 72.49300173, -77.13954623, 1119.91747512,']
['0, 75.48636489, -119.49945823, 1133.93094969,']
['0, 9.77549153, -74.66963100, 1112.24781466,']
['0, -52.95381403, -72.21587487, 1104.57035681,']
['0, 116.86620577, -72.84436549, 1123.45103598,']
['0, 54.13970569, -70.37498629, 1115.83194841,']
['0, -8.57142009, -67.89763174, 1108.09280165,']
['0, -71.25986649, -65.44274079, 1100.28492125,']
['0, 35.81069222, -63.61201333, 1111.57759515,']
['0, 98.52404150, -66.08641625, 1119.25605045,']
['0, -26.92756915, -61.14665949, 1103.86892733,']
['0, -89.61276736, -58.68695841, 1096.14197811,']
['0, 119.84959705, -115.22968820, 1137.46397001,']
['0, 80.18504093, -59.34644465, 1115.03534325,']
['0, 142.87602667, -61.81772840, 1122.68437783,']
['0, 17.45615742, -56.86760365, 1107.39912229,']
['0, -45.24741773, -54.39400919, 1099.58779876,']
['0, 124.54522853, -55.04818166, 1118.58611340,']
['0, -107.95899653, -51.91307566, 1091.90206877,']
['0, 61.82266208, -52.57141401, 1110.91374915,']
['0, -0.90723946, -50.11228727, 1103.16196365,']
['0, -63.60587916, -47.64326170, 1095.47185067,']
['0, 106.20118407, -48.28659631, 1114.27259921,']
['0, 57.14666207, -112.74134077, 1129.67036244,']
['0, 43.48935291, -45.81376131, 1106.71141452,']
['0, -19.22860983, -43.34923181, 1098.94979604,']
['0, 87.85626489, -41.53414253, 1110.15897936,']
['0, 150.58164299, -43.98726500, 1117.84544873,']
['0, -81.95473363, -40.88893747, 1091.32492504,']
['0, 25.12955430, -39.06161775, 1102.50040793,']
['0, -37.57668675, -36.58314219, 1094.82041645,']
['0, 132.21804015, -37.25001166, 1113.62230918,']
['0, -100.30849301, -34.11757986, 1087.08702759,']
['0, 69.50186594, -34.77141373, 1105.94325540,']
['0, 101.50564998, -108.47516618, 1133.26339561,']
['0, 6.79916421, -32.30365661, 1098.30838893,']
['0, -55.92687010, -29.82529829, 1090.60168789,']
['0, 113.87183021, -30.47466113, 1109.48340660,']
['0, 51.16427410, -28.01113247, 1101.76647394,']
['0, -11.55883139, -25.53162324, 1094.10713429,']
['0, 158.23394962, -26.20288754, 1112.88099307,']
['0, -74.27198093, -23.07826571, 1086.35270094,']
['0, 95.53359167, -23.73053785, 1105.21880477,']
['0, 32.80770266, -21.23610611, 1097.57567391,']
['0, -29.90003165, -18.77244258, 1089.85737298,']
['0, 38.80244543, -106.01055199, 1125.42741478,']
['0, 139.91462147, -19.43110925, 1108.74261636,']
['0, -92.63232679, -16.28587342, 1082.22931827,']
['0, 77.19604977, -16.96340771, 1101.11606755,']
['0, 14.46948656, -14.50497775, 1093.37786006,']
['0, 121.56167486, -12.68559769, 1104.57153353,']
['0, -48.24071467, -12.03451998, 1085.66973849,']
['0, 58.84159002, -10.21035708, 1096.88070537,']
['0, -3.87611383, -7.73593175, 1089.16767840,']
['0, 165.91809623, -8.39685328, 1108.13258944,']
['0, 103.20699551, -5.90930968, 1100.43251732,']
['0, 83.14892640, -101.71257814, 1129.02350830,']
['0, -66.57521978, -5.25491377, 1081.43375175,']
['0, 40.48859006, -3.43577882, 1092.72753082,']
['0, -22.22915442, -0.96786339, 1084.97286011,']
['0, 147.58104378, -1.65898922, 1103.76469776,']
['0, -84.91683298, 1.49114819, 1077.23429358,']
['0, 84.86573906, 0.84545344, 1096.28224148,']
['0, 22.14159685, 3.31820669, 1088.51117127,']
['0, -40.55668932, 5.78380739, 1080.73976746,']
['0, 129.23534952, 5.13737180, 1099.63890742,']
['0, 66.51116570, 7.60057725, 1092.01789102,']
['0, 20.42501066, -99.23987609, 1121.28397541,']
['0, 3.79238799, 10.07035836, 1084.25162447,']
['0, 173.58857317, 9.41861637, 1103.05263242,']
['0, -58.92244104, 12.55763430, 1076.65511824,']
['0, 110.89783464, 11.88728486, 1095.49658823,']
['0, 48.17923933, 14.36412916, 1087.78455032,']
['0, 155.23813547, 16.16050247, 1098.84973143,']
['0, -14.54434612, 16.83941202, 1080.08553282,']
['0, 92.53687172, 18.64619080, 1091.33224956,']
['0, -77.24772467, 19.32292101, 1072.36228639,']
['0, 29.84374034, 21.12240024, 1083.54406603,']
['0, 127.52297551, -97.40974661, 1132.47259206,']
['0, 136.90950634, 22.93759756, 1094.70366083,']
['0, -32.92465759, 23.58768774, 1076.04897488,']
['0, 74.20538183, 25.39347325, 1087.04900233,']
['0, 181.29201582, 27.23208879, 1098.24623998,']
['0, 11.49280835, 27.87244589, 1079.38087223,']
['0, 118.58123727, 29.70985046, 1090.59137720,']
['0, -51.21016873, 30.36515623, 1071.68938145,']
['0, 55.86089147, 32.16743662, 1082.81466631,']
['0, -6.85306958, 34.64283287, 1075.19322504,']
['0, 162.92909487, 33.95872055, 1094.00018548,']
